id1,id2,frechet_dist
4631228,4631135,1255004.337875744
4631267,4631135,950440.0643453586
4631268,4631135,1421747.9651697204
4631298,4631135,569916.3833704557
4631423,4631135,1001291.3043262386
4631778,4631135,1683195.9737457433
4631935,4631135,1189623.3610368613
4631135,4631228,1255004.337875744
4631267,4631228,1383336.6945811294
4631268,4631228,420898.23292044585
4631298,4631228,1442854.0321464306
4631423,4631228,263784.93354805466
4631778,4631228,431285.69531994377
4631935,4631228,77638.75068568636
4631135,4631267,950440.0643453586
4631228,4631267,1383336.6945811294
4631268,4631267,1482089.5670924536
4631298,4631267,903715.0695499165
4631423,4631267,1120587.537299052
4631778,4631267,1799273.4586659714
4631935,4631267,1311667.4809833404
4631135,4631268,1421747.9651697204
4631228,4631268,420898.23292044585
4631267,4631268,1482089.5670924536
4631298,4631268,1549158.6923583837
4631423,4631268,499376.3380353624
4631778,4631268,472063.98563527066
4631935,4631268,405375.7410452089
4631135,4631298,569916.3833704557
4631228,4631298,1442854.0321464306
4631267,4631298,903715.0695499165
4631268,4631298,1549158.6923583837
4631423,4631298,1180930.1399325463
4631778,4631298,1861098.6882369027
4631935,4631298,1372076.2390132819
4631135,4631423,1001291.3043262386
4631228,4631423,263784.93354805466
4631267,4631423,1120587.537299052
4631268,4631423,499376.3380353624
4631298,4631423,1180930.1399325463
4631778,4631423,682959.0386506366
4631935,4631423,191147.96004313108
4631135,4631778,1683195.9737457433
4631228,4631778,431285.69531994377
4631267,4631778,1799273.4586659714
4631268,4631778,472063.98563527066
4631298,4631778,1861098.6882369027
4631423,4631778,682959.0386506366
4631935,4631778,493631.0307777863
4631135,4631935,1189623.3610368613
4631228,4631935,77638.75068568636
4631267,4631935,1311667.4809833404
4631268,4631935,405375.7410452089
4631298,4631935,1372076.2390132819
4631423,4631935,191147.96004313108
4631778,4631935,493631.0307777863
