id1,id2,frechet_dist
4631186,4631135,1236585.0460996951
4631187,4631135,599732.1364892746
4631208,4631135,1073257.0681891544
4631210,4631135,1136902.2993412206
4631228,4631135,1241483.01238739
4631250,4631135,428449.7908377271
4631266,4631135,578903.036619595
4631267,4631135,1246419.4054438132
4631268,4631135,1407846.33896955
4631279,4631135,1236630.717531655
4631280,4631135,1143328.1980467497
4631297,4631135,1134065.2591059455
4631298,4631135,437742.16232059017
4631341,4631135,1226103.7408225401
4631423,4631135,987516.7178501991
4631490,4631135,1772322.4207798154
4631574,4631135,1013132.9942433641
4631629,4631135,967583.6975498457
4631660,4631135,1107698.034945879
4631662,4631135,986920.0649120992
4631739,4631135,1510693.1317839033
4631778,4631135,1669271.3529069314
4631801,4631135,1037127.4991716413
4631824,4631135,1333029.0829720881
4631935,4631135,1175649.8976030552
4632007,4631135,1073521.4386626007
4631135,4631186,1236585.0460996951
4631187,4631186,754734.5115722299
4631208,4631186,197604.71490443207
4631210,4631186,1316780.9044670973
4631228,4631186,203223.52345939857
4631250,4631186,1350120.9929676575
4631266,4631186,1196025.9275630258
4631267,4631186,1380268.971682328
4631268,4631186,415483.205198482
4631279,4631186,226364.63128496343
4631280,4631186,217549.93601029253
4631297,4631186,1363405.6245346223
4631298,4631186,1432400.125545979
4631341,4631186,1406569.6637267563
4631423,4631186,257612.66556909433
4631490,4631186,985246.6438527554
4631574,4631186,551302.55638993
4631629,4631186,281929.5718099313
4631660,4631186,368362.47733598115
4631662,4631186,1171972.0791498958
4631739,4631186,350254.0118482737
4631778,4631186,525272.4111605353
4631801,4631186,1227096.9409321174
4631824,4631186,193193.55946570614
4631935,4631186,292123.1853828826
4632007,4631186,1257193.7998019103
4631135,4631187,599732.1364892746
4631186,4631187,754734.5115722299
4631208,4631187,592089.3047534521
4631210,4631187,595256.1121093646
4631228,4631187,780315.3143026835
4631250,4631187,883340.5908633285
4631266,4631187,1051922.0168459543
4631267,4631187,1199502.468871016
4631268,4631187,835201.1774367138
4631279,4631187,752549.140611391
4631280,4631187,643802.3373003491
4631297,4631187,658798.6940990448
4631298,4631187,710394.8393889383
4631341,4631187,690292.4544271362
4631423,4631187,502256.1905280899
4631490,4631187,1193147.9058201134
4631574,4631187,564000.4698964959
4631629,4631187,526997.0569365341
4631660,4631187,639216.9858406013
4631662,4631187,528659.0583372804
4631739,4631187,967167.3172608783
4631778,4631187,1223758.3708856725
4631801,4631187,580091.8560224173
4631824,4631187,838567.201701462
4631935,4631187,683591.0199779221
4632007,4631187,588109.1104755229
4631135,4631208,1073257.0681891544
4631186,4631208,197604.71490443207
4631187,4631208,592089.3047534521
4631210,4631208,1151724.19900787
4631228,4631208,262017.5530947705
4631250,4631208,1182583.083925874
4631266,4631208,1040089.2632819669
4631267,4631208,1250883.9214504515
4631268,4631208,468684.9934062159
4631279,4631208,245453.7206385131
4631280,4631208,207641.4883248519
4631297,4631208,1197446.3415407874
4631298,4631208,1266749.5631643767
4631341,4631208,1241493.7220003046
4631423,4631208,273148.6760653736
4631490,4631208,1019779.8602881795
4631574,4631208,479964.7031367646
4631629,4631208,276748.23990894
4631660,4631208,352480.13399582007
4631662,4631208,1006387.4015616152
4631739,4631208,472732.23678842076
4631778,4631208,682568.8706580112
4631801,4631208,1061635.293500771
4631824,4631208,265418.29623022984
4631935,4631208,247853.2533769197
4632007,4631208,1092255.3850964594
4631135,4631210,1136902.2993412206
4631186,4631210,1316780.9044670973
4631187,4631210,595256.1121093646
4631208,4631210,1151724.19900787
4631228,4631210,1342763.0800808822
4631250,4631210,1470100.0045150612
4631266,4631210,1639218.103175063
4631267,4631210,1652605.7556807736
4631268,4631210,1429081.8393101864
4631279,4631210,1316900.2859835706
4631280,4631210,1214720.4679810277
4631297,4631210,93848.80951416148
4631298,4631210,864533.7067209146
4631341,4631210,100110.86015499051
4631423,4631210,1060080.3249308656
4631490,4631210,1732244.0783958926
4631574,4631210,1101451.8349158196
4631629,4631210,1059164.790690044
4631660,4631210,1192214.0596830207
4631662,4631210,248307.72360028882
4631739,4631210,1557731.3391770038
4631778,4631210,1807299.7456955358
4631801,4631210,225131.02722262463
4631824,4631210,1406920.8194022174
4631935,4631210,1251190.127914992
4632007,4631210,172186.61518938112
4631135,4631228,1241483.01238739
4631186,4631228,203223.52345939857
