id1,id2,frechet_dist
4617372,4617371,978497.4427491908
4617537,4617371,956865.0554150682
4617540,4617371,340915.42234715965
4617541,4617371,501753.9972327759
4617542,4617371,747627.3818855409
4617547,4617371,531291.8845012605
4617549,4617371,972406.012518164
4617550,4617371,984586.8787767793
4617551,4617371,1040241.1258095313
4617554,4617371,759811.9518410495
4617585,4617371,972846.1812392912
4617371,4617372,978497.4427491908
4617537,4617372,360353.58195924637
4617540,4617372,1309637.6118440472
4617541,4617372,1419514.8539507708
4617542,4617372,1051250.524764644
4617547,4617372,1499076.1836236345
4617549,4617372,297654.2788120814
4617550,4617372,299402.41716449644
4617551,4617372,593606.328813181
4617554,4617372,1399886.359405516
4617585,4617372,604890.2910197
4617371,4617537,956865.0554150682
4617372,4617537,360353.58195924637
4617540,4617537,1286979.1551579013
4617541,4617537,1396203.6312419923
4617542,4617537,1038625.3308799107
4617547,4617537,1476961.3199042166
4617549,4617537,267166.84762748575
4617550,4617537,289863.396282581
4617551,4617537,533243.0532395694
4617554,4617537,1384193.2547326665
4617585,4617537,361870.6549264052
4617371,4617540,340915.42234715965
4617372,4617540,1309637.6118440472
4617537,4617540,1286979.1551579013
4617541,4617540,213260.03513469017
4617542,4617540,949538.2885979502
4617547,4617540,224562.18201608135
4617549,4617540,1301005.9343670544
4617550,4617540,1314536.9247274708
4617551,4617540,1356023.1246653586
4617554,4617540,831410.9733900534
4617585,4617540,1301392.1508428387
4617371,4617541,501753.9972327759
4617372,4617541,1419514.8539507708
4617537,4617541,1396203.6312419923
4617540,4617541,213260.03513469017
4617542,4617541,1158062.5119867278
4617547,4617541,189161.9540881835
4617549,4617541,1409045.2471700974
4617550,4617541,1422455.767052134
4617551,4617541,1454614.8648135497
4617554,4617541,1028418.4564233406
4617585,4617541,1407416.4573301156
4617371,4617542,747627.3818855409
4617372,4617542,1051250.524764644
4617537,4617542,1038625.3308799107
4617540,4617542,949538.2885979502
4617541,4617542,1158062.5119867278
4617547,4617542,1090281.1253571599
4617549,4617542,1051006.8986194783
4617550,4617542,1055340.312020258
4617551,4617542,1139766.3330641282
4617554,4617542,470730.6605276345
4617585,4617542,1051585.2403803854
4617371,4617547,531291.8845012605
4617372,4617547,1499076.1836236345
4617537,4617547,1476961.3199042166
4617540,4617547,224562.18201608135
4617541,4617547,189161.9540881835
4617542,4617547,1090281.1253571599
4617549,4617547,1491156.9826257627
4617550,4617547,1503959.4366115846
4617551,4617547,1544740.9396365678
4617554,4617547,907448.2485776849
4617585,4617547,1491548.8382615298
4617371,4617549,972406.012518164
4617372,4617549,297654.2788120814
4617537,4617549,267166.84762748575
4617540,4617549,1301005.9343670544
4617541,4617549,1409045.2471700974
4617542,4617549,1051006.8986194783
4617547,4617549,1491156.9826257627
4617550,4617549,277884.37952210865
4617551,4617549,528207.158329671
4617554,4617549,1404630.4578841073
4617585,4617549,539689.3371900029
4617371,4617550,984586.8787767793
4617372,4617550,299402.41716449644
4617537,4617550,289863.396282581
4617540,4617550,1314536.9247274708
4617541,4617550,1422455.767052134
4617542,4617550,1055340.312020258
4617547,4617550,1503959.4366115846
4617549,4617550,277884.37952210865
4617551,4617550,698045.408259765
4617554,4617550,1411615.372478099
4617585,4617550,501574.4511522446
4617371,4617551,1040241.1258095313
4617372,4617551,593606.328813181
4617537,4617551,533243.0532395694
4617540,4617551,1356023.1246653586
4617541,4617551,1454614.8648135497
4617542,4617551,1139766.3330641282
4617547,4617551,1544740.9396365678
4617549,4617551,528207.158329671
4617550,4617551,698045.408259765
4617554,4617551,1490342.480025966
4617585,4617551,859859.2911625002
4617371,4617554,759811.9518410495
4617372,4617554,1399886.359405516
4617537,4617554,1384193.2547326665
4617540,4617554,831410.9733900534
4617541,4617554,1028418.4564233406
4617542,4617554,470730.6605276345
4617547,4617554,907448.2485776849
4617549,4617554,1404630.4578841073
4617550,4617554,1411615.372478099
4617551,4617554,1490342.480025966
4617585,4617554,1405006.7269536853
4617371,4617585,972846.1812392912
4617372,4617585,604890.2910197
4617537,4617585,361870.6549264052
4617540,4617585,1301392.1508428387
4617541,4617585,1407416.4573301156
4617542,4617585,1051585.2403803854
4617547,4617585,1491548.8382615298
4617549,4617585,539689.3371900029
4617550,4617585,501574.4511522446
4617551,4617585,859859.2911625002
4617554,4617585,1405006.7269536853
