"X","Ind_ID","SensType","Sens_ID","TypeOfData","Date","LAT","LON","Precision","ground_elevation","origin","Sex","TypeOfActivity","Ind_status","Birth_date","Cohort","Death_date","ageofdeath","Station_ID","release_date","release_lat","release_lon","Country","Nb_Individuals","ProjectProd","Population"
6089865,9651018,"Satellite",4638430,"GPS","2/1/2019 20:00:00",28.08217,63.66167,26,554,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089869,9651018,"Satellite",4638430,"GPS","5/16/2019 10:00:00",39.55467,65.31283,26,275,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089871,9651018,"Satellite",4638430,"GPS","10/13/2019 12:00:00",39.6215,65.49783,26,318,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089872,9651018,"Satellite",4638430,"GPS","8/24/2019 22:00:00",39.62517,65.428,26,297,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089874,9651018,"Satellite",4638430,"GPS","4/24/2019 18:00:00",39.55417,65.31833,26,275,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089875,9651018,"Satellite",4638430,"GPS","8/8/2018 22:00:00",39.62233,65.40983,26,296,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089876,9651018,"Satellite",4638430,"GPS","1/5/2019 4:00:00",28.09683,63.66,26,551,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089879,9651018,"Satellite",4638430,"GPS","5/20/2019 2:00:00",39.54683,65.31733,26,276,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089880,9651018,"Satellite",4638430,"GPS","12/17/2018 18:00:00",28.0805,63.62833,26,549,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089881,9651018,"Satellite",4638430,"GPS","5/20/2019 0:00:00",39.547,65.31517,26,272,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
6089882,9651018,"Satellite",4638430,"GPS","6/21/2018 0:00:00",39.63783,65.36483,26,280,"wild","female","Capture","unknown",NA,2018,NA,NA,58619164,"31/05/2018 14:46:00",39.60163,65.29918,"Uzbekistan",NA,NA,NA
