id1,id2,frechet_dist
4627102,4626974,87611.56830857566
4627362,4626974,224997.74662833667
4627428,4626974,503250.2037549294
4627429,4626974,278937.0005290025
4627433,4626974,438143.40170969156
4627441,4626974,286598.42053284514
4627442,4626974,251783.831491309
4627445,4626974,447672.8905382044
4627447,4626974,451048.4066059717
4627451,4626974,310243.9377977739
4627457,4626974,227464.3790530378
4627458,4626974,478679.0526665589
4627459,4626974,243319.7041536942
4627460,4626974,507655.2337932438
4627465,4626974,66343.34377694702
4627514,4626974,385393.6124181236
4627523,4626974,364687.315088247
4627524,4626974,544298.4726251401
4627526,4626974,252766.50198658783
4627527,4626974,271308.8862541539
4627537,4626974,377603.3340773316
4627538,4626974,374518.00918545236
4627545,4626974,422874.52576640184
4627557,4626974,683586.3039531703
4628695,4626974,193908.91368934754
4628747,4626974,135083.79785574303
4628882,4626974,213423.81398932234
4628889,4626974,290671.1259991128
4628890,4626974,434228.38838826655
4628892,4626974,245535.37715682646
4629015,4626974,515672.83283356257
4626974,4627102,87611.56830857566
4627362,4627102,144345.9012598146
4627428,4627102,417884.46939111745
4627429,4627102,198276.74571241197
4627433,4627102,357153.1882097109
4627441,4627102,365530.2776597627
4627442,4627102,179436.9769716729
4627445,4627102,394848.96926917153
4627447,4627102,367897.4226370309
4627451,4627102,372694.39884536306
4627457,4627102,155573.09864634354
4627458,4627102,396417.4576917167
4627459,4627102,326149.5434945193
4627460,4627102,429340.89718655037
4627465,4627102,24249.63527682706
4627514,4627102,365646.1602005846
4627523,4627102,390324.4880225406
4627524,4627102,478455.17333124444
4627526,4627102,172907.71363684916
4627527,4627102,357659.6453496182
4627537,4627102,373536.705669482
4627538,4627102,297448.22478075634
4627545,4627102,388969.01926090836
4627557,4627102,748279.1699517962
4628695,4627102,120990.83744678706
4628747,4627102,62918.1060593672
4628882,4627102,137681.90102826996
4628889,4627102,215094.9495589083
4628890,4627102,373426.0810639799
4628892,4627102,166087.66446287025
4629015,4627102,429751.96598314156
4626974,4627362,224997.74662833667
4627102,4627362,144345.9012598146
4627428,4627362,520334.55913252116
4627429,4627362,57408.69741317949
4627433,4627362,483606.8285563507
4627441,4627362,503088.7221977023
4627442,4627362,112309.83751315031
4627445,4627362,502277.00669035135
4627447,4627362,493466.53259414836
4627451,4627362,509418.21078610164
4627457,4627362,36183.437386313635
4627458,4627362,506917.2777103442
4627459,4627362,452930.5977288221
4627460,4627362,446195.1789725841
4627465,4627362,159745.26186382523
4627514,4627362,495483.000602338
4627523,4627362,519334.8288208915
4627524,4627362,377320.36812072614
4627526,4627362,32679.578400781393
4627527,4627362,489919.3933739728
4627537,4627362,502418.4238448418
4627538,4627362,165627.39915033584
4627545,4627362,526570.7232828513
4627557,4627362,870732.1285515012
4628695,4627362,55994.86000066181
4628747,4627362,145708.3644901321
4628882,4627362,26192.914719497774
4628889,4627362,205926.09027922983
4628890,4627362,301878.12947842263
4628892,4627362,29155.626987397056
4629015,4627362,297587.5904724341
