id1,id2,frechet_dist
6734196,6734179,280971.90115234384
6734213,6734179,44821.90572476588
6734342,6734179,607106.8879505612
6734345,6734179,661029.3385749446
6734354,6734179,838048.8111811456
6734859,6734179,577136.8629704444
6734860,6734179,863673.7069143394
6735322,6734179,1006824.313724278
6735323,6734179,853119.6331203561
6735373,6734179,875483.5565088291
6735458,6734179,777311.7905576964
6735470,6734179,761644.8459057298
6735474,6734179,950287.1207053936
6735504,6734179,791457.9081429602
6735524,6734179,628698.3852957755
6735547,6734179,602370.7327128919
6735575,6734179,913470.0068539368
6735586,6734179,802510.3423698718
6735596,6734179,694099.1000166324
6735597,6734179,914201.1410188437
6735603,6734179,798995.3234282155
6734179,6734196,280971.90115234384
6734213,6734196,249760.5183680342
6734342,6734196,327384.822263389
6734345,6734196,381682.2963136322
6734354,6734196,562274.86904949
6734859,6734196,299988.00035947526
6734860,6734196,597257.0209741121
6735322,6734196,740898.7387675958
6735323,6734196,573057.0838480064
6735373,6734196,606473.2853476697
6735458,6734196,509596.6131772051
6735470,6734196,485168.72394091066
6735474,6734196,687589.0202369316
6735504,6734196,514828.58779489633
6735524,6734196,358908.1424028865
6735547,6734196,330439.8177862865
6735575,6734196,648552.660594459
6735586,6734196,531234.2074776716
6735596,6734196,417527.9296608528
6735597,6734196,645613.2910172121
6735603,6734196,524211.45939490857
6734179,6734213,44821.90572476588
6734196,6734213,249760.5183680342
6734342,6734213,575463.1776559919
6734345,6734213,630367.9107075752
6734354,6734213,811627.1127073852
6734859,6734213,545417.6978804198
6734860,6734213,837670.907822779
6735322,6734213,980935.6841452245
6735323,6734213,822382.366128497
6735373,6734213,848396.0673372793
6735458,6734213,747406.9350668754
6735470,6734213,733648.6520770886
6735474,6734213,926915.4231224394
6735504,6734213,761827.1191859938
6735524,6734213,595039.9350527604
6735547,6734213,566861.7459902095
6735575,6734213,888600.3392416048
6735586,6734213,771526.836884754
6735596,6734213,666134.3837198466
6735597,6734213,885869.7332702874
6735603,6734213,770370.5561581992
6734179,6734342,607106.8879505612
6734196,6734342,327384.822263389
6734213,6734342,575463.1776559919
6734345,6734342,103632.11198771512
6734354,6734342,298052.5185847387
6734859,6734342,56150.91942544799
6734860,6734342,311175.88428617804
6735322,6734342,472327.58056730084
6735323,6734342,249652.24745351242
6735373,6734342,333553.5315542918
6735458,6734342,199236.53073583997
6735470,6734342,268777.3361318153
6735474,6734342,427784.3128022002
6735504,6734342,274390.1657883703
6735524,6734342,89785.25665836294
6735547,6734342,234702.1632618862
6735575,6734342,386607.3011230505
6735586,6734342,258144.16813856643
6735596,6734342,151151.5384796675
6735597,6734342,398398.0642239437
6735603,6734342,282244.0986679929
6734179,6734345,661029.3385749446
6734196,6734345,381682.2963136322
6734213,6734345,630367.9107075752
6734342,6734345,103632.11198771512
6734354,6734345,202265.3324658043
6734859,6734345,116148.7983555426
6734860,6734345,222285.5452540951
6735322,6734345,372149.31449134136
6735323,6734345,333524.40499582904
6735373,6734345,240065.54152011132
6735458,6734345,131760.48488843165
6735470,6734345,366951.95163344446
6735474,6734345,331714.07395045593
6735504,6734345,373563.33033317217
6735524,6734345,69463.12158344702
6735547,6734345,336930.8440872239
6735575,6734345,287669.10124885157
6735586,6734345,163303.85129631637
6735596,6734345,56183.494401145
6735597,6734345,298572.7616323032
6735603,6734345,181396.37697810732
6734179,6734354,838048.8111811456
6734196,6734354,562274.86904949
6734213,6734354,811627.1127073852
6734342,6734354,298052.5185847387
6734345,6734354,202265.3324658043
6734859,6734354,299002.10068913636
6734860,6734354,41830.37487534824
6735322,6734354,186020.58167934764
6735323,6734354,525467.2864080135
6735373,6734354,62020.52284239218
6735458,6734354,101537.94224155584
6735470,6734354,552697.3169134329
6735474,6734354,153082.06615628905
6735504,6734354,558839.318183744
6735524,6734354,245463.19095430916
6735547,6734354,519876.9612905166
6735575,6734354,102069.19799995741
6735586,6734354,47610.255696711836
6735596,6734354,150637.82071312988
6735597,6734354,126730.04789683
6735603,6734354,80609.83256464895
6734179,6734859,577136.8629704444
6734196,6734859,299988.00035947526
6734213,6734859,545417.6978804198
6734342,6734859,56150.91942544799
6734345,6734859,116148.7983555426
6734354,6734859,299002.10068913636
6734860,6734859,323580.3364611971
6735322,6734859,477722.5411523714
6735323,6734859,287506.7102613531
6735373,6734859,348597.98014378274
6735458,6734859,214880.31194856166
6735470,6734859,260022.88451121788
6735474,6734859,436773.77572306973
6735504,6734859,260630.54395390567
6735524,6734859,59731.2030832834
6735547,6734859,227517.21684031506
6735575,6734859,393649.40974712744
6735586,6734859,253005.00239842624
6735596,6734859,154974.27172481013
6735597,6734859,403906.70081361546
6735603,6734859,290915.4212513338
6734179,6734860,863673.7069143394
6734196,6734860,597257.0209741121
6734213,6734860,837670.907822779
6734342,6734860,311175.88428617804
6734345,6734860,222285.5452540951
6734354,6734860,41830.37487534824
6734859,6734860,323580.3364611971
6735322,6734860,171587.43860612248
6735323,6734860,542412.9908434645
6735373,6734860,40521.296659340245
6735458,6734860,128780.35705985235
6735470,6734860,570822.4687105103
6735474,6734860,130657.45526512568
6735504,6734860,570835.765964397
6735524,6734860,271589.3933658632
6735547,6734860,537734.2080689637
6735575,6734860,84646.71855150705
6735586,6734860,70795.46917143498
6735596,6734860,182244.13958303136
6735597,6734860,99946.18143194071
