id1,id2,frechet_dist
4627362,4627102,158838.61474493277
4627433,4627102,361946.91323173535
4627442,4627102,186776.93356529129
4627445,4627102,377664.68741069373
4627447,4627102,349957.4888051464
4627457,4627102,137828.7112421457
4627458,4627102,412151.4084249589
4627514,4627102,321587.3728599199
4627527,4627102,354891.8988800415
4628892,4627102,175575.24207244892
4627102,4627362,158838.61474493277
4627433,4627362,218689.83348740864
4627442,4627362,132581.48822996035
4627445,4627362,501138.63293434615
4627447,4627362,505183.7091614311
4627457,4627362,30188.40828527444
4627458,4627362,502420.8453012647
4627514,4627362,167711.9542314906
4627527,4627362,493862.4639305335
4628892,4627362,33040.86305207211
4627102,4627433,361946.91323173535
4627362,4627433,218689.83348740864
4627442,4627433,241190.94311263817
4627445,4627433,713215.1595919239
4627447,4627433,709894.2233756817
4627457,4627433,243043.17994480586
4627458,4627433,715461.5249304136
4627514,4627433,151649.5982111004
4627527,4627433,707194.7178122133
4628892,4627433,204489.85593538784
4627102,4627442,186776.93356529129
4627362,4627442,132581.48822996035
4627433,4627442,241190.94311263817
4627445,4627442,519831.86887759675
4627447,4627442,513643.53122772684
4627457,4627442,148104.16245876424
4627458,4627442,525188.6203663172
4627514,4627442,244208.5436674452
4627527,4627442,517459.68195246294
4628892,4627442,141451.07820223377
4627102,4627445,377664.68741069373
4627362,4627445,501138.63293434615
4627433,4627445,713215.1595919239
4627442,4627445,519831.86887759675
4627447,4627445,659710.6880919465
4627457,4627445,485903.2186340974
4627458,4627445,209735.79160690078
4627514,4627445,651980.1544331306
4627527,4627445,669037.0536015019
4628892,4627445,522876.0842749455
4627102,4627447,349957.4888051464
4627362,4627447,505183.7091614311
4627433,4627447,709894.2233756817
4627442,4627447,513643.53122772684
4627445,4627447,659710.6880919465
4627457,4627447,482287.13423962984
4627458,4627447,752219.5337703514
4627514,4627447,659617.9929726099
4627527,4627447,365507.2681865354
4628892,4627447,521194.30763811315
4627102,4627457,137828.7112421457
4627362,4627457,30188.40828527444
4627433,4627457,243043.17994480586
4627442,4627457,148104.16245876424
4627445,4627457,485903.2186340974
4627447,4627457,482287.13423962984
4627458,4627457,486438.4972614501
4627514,4627457,184548.11625814432
4627527,4627457,475504.2779378708
4628892,4627457,50236.90275755098
4627102,4627458,412151.4084249589
4627362,4627458,502420.8453012647
4627433,4627458,715461.5249304136
4627442,4627458,525188.6203663172
4627445,4627458,209735.79160690078
4627447,4627458,752219.5337703514
4627457,4627458,486438.4972614501
4627514,4627458,652492.3536842274
4627527,4627458,748124.3582971601
4628892,4627458,524191.9637752035
4627102,4627514,321587.3728599199
4627362,4627514,167711.9542314906
4627433,4627514,151649.5982111004
4627442,4627514,244208.5436674452
4627445,4627514,651980.1544331306
4627447,4627514,659617.9929726099
4627457,4627514,184548.11625814432
4627458,4627514,652492.3536842274
4627527,4627514,638788.6672763597
4628892,4627514,150213.17165786485
4627102,4627527,354891.8988800415
4627362,4627527,493862.4639305335
4627433,4627527,707194.7178122133
4627442,4627527,517459.68195246294
4627445,4627527,669037.0536015019
4627447,4627527,365507.2681865354
4627457,4627527,475504.2779378708
4627458,4627527,748124.3582971601
4627514,4627527,638788.6672763597
4628892,4627527,515847.8414551232
4627102,4628892,175575.24207244892
4627362,4628892,33040.86305207211
4627433,4628892,204489.85593538784
4627442,4628892,141451.07820223377
4627445,4628892,522876.0842749455
4627447,4628892,521194.30763811315
4627457,4628892,50236.90275755098
4627458,4628892,524191.9637752035
4627514,4628892,150213.17165786485
4627527,4628892,515847.8414551232
