id1,id2,frechet_dist
4634747,4634734,650758.1796240167
4634759,4634734,652056.8248602258
4634917,4634734,650335.8295547969
4635010,4634734,544432.7464122319
4635685,4634734,447710.98576702294
4634734,4634747,650758.1796240167
4634759,4634747,516064.87417901953
4634917,4634747,21823.814093059933
4635010,4634747,120186.8250927415
4635685,4634747,290399.25502881024
4634734,4634759,652056.8248602258
4634747,4634759,516064.87417901953
4634917,4634759,505183.29960274807
4635010,4634759,404835.6330427562
4635685,4634759,228778.36631091533
4634734,4634917,650335.8295547969
4634747,4634917,21823.814093059933
4634759,4634917,505183.29960274807
4635010,4634917,119288.93151809607
4635685,4634917,289274.37100873096
4634734,4635010,544432.7464122319
4634747,4635010,120186.8250927415
4634759,4635010,404835.6330427562
4634917,4635010,119288.93151809607
4635685,4635010,188852.22055953287
4634734,4635685,447710.98576702294
4634747,4635685,290399.25502881024
4634759,4635685,228778.36631091533
4634917,4635685,289274.37100873096
4635010,4635685,188852.22055953287
