Ind_ID,Npoints_beforecleaning,Npoints_aftercleaning1,Origin,Release_Date,Release_Lat,Release_Lon,Country
4633045,1434,1434,wild,5/18/2016,39.510290000000005,65.26805,Uzbekistan
